IlmnID,Relation_to_UCSC_CpG_Island,CHR,Infinium_Design_Type
cg17313420,N_Shore,22,II
cg03128241,,4,II
cg27274072,Island,2,II
cg03887958,N_Shore,9,II
cg10063232,,3,II
cg25649672,S_Shore,9,II
cg23645648,S_Shore,16,II
cg04353304,,12,II
cg10957242,Island,4,I
cg17878139,,13,I
cg04282238,,22,II
cg13469346,Island,3,I
cg13936797,,13,II
cg02616886,,9,II
cg21168723,,X,II
cg11809014,,17,II
cg07169914,,7,II
cg10850444,,17,II
cg16750112,,7,II
cg10434947,S_Shore,21,II
cg27629673,,5,II
cg16843058,,4,II
cg11615758,,6,II
cg17255712,N_Shore,17,II
cg14365143,Island,21,II
cg21153898,Island,6,I
cg06010356,,16,I
cg10618553,,12,II
cg06161723,S_Shore,11,II
cg07061916,S_Shore,13,II
cg26214972,,12,I
cg21426441,,X,II
cg08765764,,3,II
cg10033488,S_Shore,16,II
cg18370407,N_Shelf,19,II
cg16505237,Island,8,II
cg00081141,N_Shore,1,I
cg14750782,,17,II
cg19549465,,3,I
cg17325716,Island,2,I
cg01177961,,14,II
cg03324748,,4,II
cg21462724,,17,II
cg03724010,N_Shore,1,II
cg06967602,,10,II
cg08894131,,1,I
cg20018561,Island,13,I
cg15042184,Island,15,I
cg09430976,N_Shore,8,II
cg14934792,,15,I
cg14442595,,7,II
cg25880433,,20,II
cg21026634,,10,II
cg18203005,,2,II
cg03408556,Island,1,I
cg15278204,N_Shore,12,I
cg05853389,,19,II
cg19934822,,10,II
cg10308137,Island,X,I
cg08893895,S_Shore,14,II
cg14778280,,6,II
cg08477744,S_Shore,1,II
cg18757815,,11,II
cg13665032,,17,II
cg14268714,S_Shore,9,II
cg07056138,,8,II
cg22416916,,6,I
cg09088834,Island,20,II
cg05077108,N_Shelf,7,II
cg12612065,Island,1,II
cg16553500,Island,1,II
cg24868646,S_Shore,19,II
cg19586199,N_Shelf,19,I
cg22428145,,7,II
cg09918605,S_Shore,2,I
cg12391352,Island,12,I
cg19326856,N_Shelf,1,I
cg06509993,N_Shore,1,II
cg00901034,,X,II
cg09037197,,3,II
cg00915818,N_Shelf,4,II
cg10588135,,17,II
cg14220262,N_Shore,1,II
cg04396637,Island,12,I
cg21063296,N_Shore,19,II
cg09101004,,18,II
cg11899277,,17,II
cg15829654,N_Shelf,6,II
cg06178611,,11,II
cg06734406,Island,12,I
cg23344012,,1,II
cg01131321,,10,II
cg02152120,Island,1,I
cg22681977,,10,II
cg22069441,Island,X,I
cg15887420,,2,II
cg12148243,,16,II
cg23202058,,4,II
cg04669023,S_Shore,19,II
cg08151705,N_Shore,17,II
cg17101542,N_Shore,5,II
cg11692800,,5,II
cg02688746,S_Shore,22,II
cg16802508,N_Shore,11,II
cg14805186,,6,II
cg05765254,,1,II
cg13898384,,15,II
cg24868047,S_Shelf,1,II
cg21256968,S_Shore,4,II
cg26538529,Island,2,I
cg13961576,N_Shelf,10,II
cg06730161,N_Shore,12,II
cg08522087,N_Shore,5,I
cg11012153,N_Shelf,20,I
cg11051597,S_Shore,20,II
cg14657876,,11,II
cg03354771,Island,6,I
cg04779428,N_Shore,20,II
cg07790079,,1,I
cg17307912,N_Shore,17,II
cg13408955,,13,II
cg05628049,,3,II
cg13970092,,22,II
cg05457373,,15,II
cg05422360,N_Shore,X,II
cg14011845,Island,17,II
cg21926091,Island,8,II
cg20496997,,6,II
cg16426322,,4,II
cg24561881,,1,II
cg11037856,,20,II
cg20154743,S_Shore,19,II
cg15874062,Island,4,I
cg14146959,N_Shelf,7,II
cg06968688,N_Shelf,17,II
cg02784956,,3,II
cg03674265,Island,7,I
cg19761304,Island,19,I
cg00341878,,4,II
cg24860511,S_Shore,19,II
cg19477190,,20,I
cg21852905,Island,1,I
cg09762748,,1,II
cg16956804,,4,II
cg01893425,,X,II
cg21000936,Island,17,I
cg00176407,,2,II
cg26200001,Island,6,I
cg18511007,,7,II
cg04836978,Island,X,I
cg07042179,,15,II
cg18227092,,18,II
cg05785120,N_Shore,22,II
cg16681377,,14,II
cg11539780,Island,19,I
cg05170867,,16,I
cg06895834,N_Shore,7,I
cg24468677,,18,II
cg18896174,Island,15,II
cg04500520,,3,II
cg24731241,,20,II
cg06578786,,4,II
cg12652753,,12,II
cg14538441,Island,4,I
cg25626999,N_Shore,19,II
cg09785869,,5,II
cg06700740,,1,II
cg04009062,,14,II
cg14209549,Island,10,II
cg01202950,,15,II
cg07788920,,X,II
cg22035897,S_Shelf,2,II
cg23831998,N_Shelf,10,II
cg02530971,S_Shore,2,II
cg04395184,N_Shore,16,I
cg24881910,,1,II
cg14006005,Island,11,II
cg27226564,,17,II
cg03262887,,20,II
cg21211321,,11,II
cg24094513,Island,10,II
cg13011204,N_Shore,19,II
cg13267486,N_Shore,X,II
cg03939087,Island,16,II
cg05888894,,8,II
cg26245048,,6,II
cg14645124,S_Shelf,17,II
cg13392848,,6,II
cg05174021,,X,II
cg15032621,,17,II
cg13303059,,12,II
cg08098256,,8,II
cg11400153,,4,II
cg18128164,Island,19,II
cg23623569,,5,II
cg26119894,N_Shore,20,II
cg27309868,,1,II
cg02296627,,16,II
cg11271685,,19,I
cg03445516,Island,2,II
cg19758385,N_Shelf,13,I
cg07105421,,1,I
cg11191464,,3,II
cg20445254,,13,II
cg07460778,,2,II
cg13335665,,6,II
cg15066599,,6,II
cg04284122,N_Shore,10,II
cg01602153,Island,8,I
cg26305756,S_Shore,14,II
cg22798261,S_Shore,19,II
cg01285676,,3,II
cg02747789,,5,II
cg15821214,,2,II
cg04645063,Island,16,I
cg07561469,Island,16,I
cg13150320,Island,9,I
cg02198192,,11,II
cg01325116,,3,II
cg06649737,Island,1,II
cg07022478,,10,II
cg22931383,N_Shore,17,II
cg13475819,,5,II
cg14969476,,10,II
cg18533473,Island,20,II
cg20025748,,16,II
cg02817925,Island,19,I
cg19958696,Island,11,I
cg05351940,Island,2,I
cg17879076,S_Shore,17,II
cg03138624,,2,II
cg15032962,S_Shelf,4,I
cg26405097,,6,II
cg14646998,,2,II
cg19781472,S_Shore,12,II
cg20389063,,6,II
cg21003931,,12,II
cg10038504,Island,9,II
cg24408907,,8,II
cg17975314,N_Shelf,21,II
cg07596314,,3,I
cg05890541,,4,II
cg05958729,,2,II
cg01315447,,11,II
cg06915193,,4,I
cg06873316,Island,11,I
cg17807528,Island,3,I
cg27542476,Island,7,I
cg17796043,,15,II
cg02830006,,1,II
cg10922229,,6,II
cg07359215,Island,16,I
cg27400458,,6,II
cg06082920,N_Shore,1,I
cg05540577,,2,II
cg15535166,,3,II
cg26572207,S_Shore,8,II
cg05868126,,14,II
cg05187154,,16,II
cg06636372,S_Shore,16,I
cg24911934,Island,18,I
cg11916065,,8,II
cg15852141,,14,II
cg18329758,,5,II
cg04415168,Island,6,II
cg27348710,N_Shore,5,II
cg17050643,Island,15,II
cg15816817,,17,II
cg02852651,N_Shore,22,II
cg16703647,N_Shore,15,II
cg00461299,S_Shore,17,II
cg08876964,,12,II
ch.4.37949012R,,4,II
cg04072323,Island,2,II
cg27109989,N_Shelf,7,II
cg07675334,Island,16,I
cg00317609,,1,II
cg13051700,,7,I
cg03661428,,13,I
cg27282505,,2,II
cg23430560,,1,II
cg10421011,S_Shelf,17,II
cg12999267,,12,II
cg27085107,N_Shelf,5,II
cg26701226,Island,17,I
cg03699196,,11,II
cg17398851,Island,19,II
cg05817552,N_Shore,1,II
cg09180239,Island,16,I
cg02830632,Island,1,I
cg13912435,S_Shelf,7,II
cg03456821,,5,I
cg08778580,S_Shore,14,II
cg18898194,N_Shore,8,I
cg16731907,,3,II
cg12099313,,8,II
cg07700920,,16,I
cg05690388,,2,II
cg18345229,,14,II
cg01237565,Island,14,I
cg20083442,,8,II
cg16693881,N_Shore,16,II
cg22433802,,3,II
cg09201001,Island,11,I
cg00885176,Island,8,I
cg26442256,,5,II
cg20586210,,3,I
cg16071772,Island,17,II
cg19628053,,15,II
cg10168894,N_Shore,12,II
cg23562538,Island,8,II
cg15953070,,17,II
cg01674000,,1,II
cg12989020,,6,II
cg06149204,S_Shore,3,II
cg00321129,,10,II
cg07005706,,5,II
cg08584627,Island,2,II
cg06586971,,16,II
cg21594327,,22,II
cg19134374,N_Shore,14,II
cg11689406,,1,II
cg14950134,,2,II
cg13759797,,5,II
cg01591938,Island,15,II
cg14548597,,17,II
cg25359139,,11,II
cg01328499,,5,II
cg10517290,S_Shelf,17,II
cg15828842,,10,II
cg25868998,Island,13,I
cg13022387,,1,II
cg24338941,N_Shelf,17,II
cg07408779,Island,11,I
cg00746248,,2,II
cg17988641,,18,II
cg04159305,,1,II
cg02694955,Island,2,II
cg16787065,Island,11,II
cg06334737,,11,I
cg18697991,,3,II
cg10345407,,5,II
cg13576479,,21,II
cg19009061,,9,II
cg06500073,,4,II
cg22838357,S_Shelf,5,II
cg24908618,,3,II
cg02877451,,18,II
cg10892454,Island,6,II
cg15272467,Island,20,II
cg02488385,Island,21,I
cg11076970,S_Shelf,6,II
cg12866648,Island,8,I
cg18090103,Island,7,I
cg13438722,,8,II
cg05622566,,11,II
cg15257376,Island,3,II
cg12036017,N_Shore,4,II
cg13409174,,2,II
cg02446319,,16,II
cg22403971,Island,6,II
cg23643471,Island,19,I
cg04834613,,12,II
cg12458361,Island,7,I
cg09633152,N_Shore,2,II
cg27558666,,4,II
cg22455250,N_Shore,17,I
cg10989328,,8,II
cg08398371,N_Shore,19,II
cg15865637,,20,II
cg11353984,Island,5,I
cg25268100,N_Shelf,10,I
cg04254083,,13,II
cg16949673,,3,II
cg22394651,,10,II
cg07552544,,10,II
cg25431820,,17,II
cg14278345,S_Shore,22,II
cg14138047,,9,II
cg14313916,,8,I
cg23413734,S_Shelf,22,II
cg12594800,N_Shore,X,II
cg04553960,Island,2,I
cg08134704,Island,13,I
cg13862271,,11,II
cg06122933,Island,15,II
cg26351416,S_Shelf,5,II
cg22544563,S_Shore,6,II
cg03668687,N_Shelf,6,II
cg07026430,,1,II
cg10287137,Island,11,I
cg13526518,N_Shore,17,II
cg09113590,,1,II
cg15128638,,3,II
cg27057797,,20,II
cg27175819,Island,3,II
cg16362974,,18,II
cg18477664,S_Shelf,7,II
cg11184340,Island,7,II
cg17088031,,17,II
cg06694588,,X,II
cg22730305,Island,19,I
cg09000805,,14,II
cg25293896,Island,19,I
cg09404721,,5,II
cg11227604,Island,6,I
cg12172057,Island,7,I
cg00376283,Island,12,I
cg01739737,N_Shelf,14,II
cg25219415,,11,II
cg20957029,,8,II
cg24744210,,17,II
cg20277250,N_Shore,5,II
cg22493117,Island,19,I
cg09538725,,2,I
cg01421963,Island,19,I
cg00666360,,7,II
cg26207409,,15,II
cg20028646,,2,II
cg04596655,N_Shore,X,II
cg12944192,,14,II
cg13817395,,6,I
cg00751937,N_Shore,12,I
cg26036406,,10,II
cg11875987,,22,II
cg07612416,N_Shore,11,II
cg05275589,,21,II
cg18736183,,5,II
cg12943539,,2,I
cg19844840,N_Shore,11,I
cg11938080,,2,II
cg06933777,,18,II
cg08649436,,1,II
cg11572977,N_Shore,16,II
cg00978491,,9,II
cg10580335,S_Shore,3,I
cg07757545,N_Shelf,11,I
cg00327735,,5,II
cg19777470,Island,15,II
cg06234941,,3,I
cg08301035,,15,II
cg03852963,S_Shore,16,II
cg22036140,Island,X,II
cg17244176,,6,II
cg04169830,S_Shore,2,II
cg25115145,Island,6,II
cg14260073,Island,6,I
cg13112361,Island,11,I
cg25993238,,4,II
cg10487414,,1,II
cg15256480,,9,II
cg16760684,,6,II
cg09132913,Island,16,I
cg25477905,,12,II
cg14317086,,13,II
cg04865046,,X,II
cg12013404,,17,II
cg07309238,,5,I
cg09608199,,2,II
cg06911277,Island,4,I
cg02161940,,3,II
cg12477065,,5,II
cg07826657,,9,II
cg16690037,Island,16,I
cg04584781,S_Shore,17,II
cg09655782,Island,4,I
cg19739774,,7,II
cg10203588,,13,I
cg15163306,,1,II
cg17179826,,1,II
cg00811777,S_Shelf,6,I
cg13710703,,15,II
cg01412803,,1,II
cg13461118,,18,II
cg23105820,,6,II
cg26279525,S_Shore,19,II
cg00808121,Island,3,I
cg24383891,S_Shore,9,I
cg26422488,Island,5,I
cg21741562,Island,3,I
cg13696505,,3,II
cg26772810,,2,II
cg12038708,,1,II
cg09258150,N_Shore,19,II
cg19470726,,1,II
cg02018796,,1,II
cg12609498,,1,II
cg00566623,,7,II
cg15696968,S_Shore,6,II
cg03590418,Island,X,I
cg02913568,,3,II
cg20282636,,12,II
cg13320898,Island,7,I
cg11717969,S_Shore,16,II
cg07966482,,6,II
cg06026160,,21,II
cg15648389,S_Shore,12,II
cg06947381,S_Shelf,1,II
cg06566847,,13,II
cg08234411,,15,II
cg01395130,,5,II
cg25653839,N_Shelf,15,II
cg17206748,,3,I
cg18810506,,16,II
cg13838713,,6,II
cg03251079,Island,12,II
cg03061960,N_Shore,9,II
cg09944300,,13,II
cg05962950,Island,11,I
cg00390511,,7,II
cg25554986,,18,II
cg20374317,,12,II
cg21513466,,X,II
cg02364651,,3,I
cg23120725,N_Shelf,15,II
cg26150142,S_Shelf,1,II
cg21368651,,5,II
cg07505629,S_Shelf,10,II
cg12482123,N_Shore,8,II
cg03798428,S_Shore,X,II
cg25674027,,12,II
cg03337507,Island,10,I
cg21792330,S_Shore,3,II
cg09049978,,22,II
cg08238829,,11,II
cg03302009,,17,II
cg17109273,Island,14,II
cg25436684,Island,6,I
cg12825577,Island,16,II
cg19267596,Island,19,II
cg16985113,Island,11,I
cg04096472,S_Shore,7,II
cg03675477,,10,II
cg10661558,Island,21,II
cg23296652,,8,II
cg27260597,,1,II
cg19990651,Island,6,I
cg18905676,Island,2,II
cg13735610,N_Shelf,1,II
cg15504461,N_Shore,3,II
cg14655855,Island,9,I
cg11363290,,12,II
cg14190975,S_Shore,9,I
cg27665123,,12,II
cg11717907,,14,II
cg18109226,,X,II
cg06496084,,4,II
cg00977164,N_Shore,1,II
cg19586132,N_Shore,19,I
cg16918683,,15,II
cg08039823,Island,6,I
cg00062776,N_Shore,19,II
cg19518232,S_Shore,4,II
cg27551007,Island,17,II
cg05647567,,5,II
cg12081704,,6,II
cg13558754,Island,19,I
cg16451155,,10,II
cg17349289,,6,II
cg07222015,,12,II
cg18864914,S_Shore,18,I
cg22200903,,5,II
cg16171587,,3,II
cg22985134,,X,II
cg25334112,,12,II
cg07830828,,20,II
cg24496609,Island,11,II
cg24607181,Island,17,I
cg14593306,Island,19,II
cg19878017,,X,II
cg04088940,,2,I
cg05863502,Island,9,I
cg19248797,,6,II
cg00399483,Island,18,II
cg19015997,S_Shore,7,II
cg19974483,Island,8,I
cg26540635,S_Shore,17,II
cg16848098,S_Shore,1,II
cg25440950,,1,II
cg07263853,Island,5,II
cg00527254,,11,II
cg22006408,,5,II
cg27019122,,12,I
cg09651522,Island,6,II
cg10899301,N_Shore,6,I
cg06228565,,3,II
cg11059617,S_Shore,14,I
cg02059176,,2,II
cg13814708,N_Shore,10,I
cg17634045,,2,II
cg11813748,,22,II
cg21833837,Island,1,II
cg22457668,N_Shelf,8,I
cg15506264,S_Shelf,14,II
cg11376173,,21,II
cg04907523,Island,1,I
cg07918723,,18,I
cg23993073,,14,II
cg15081901,N_Shore,14,II
cg08286799,Island,16,I
cg03370161,N_Shore,7,II
cg08818886,Island,X,I
cg13705119,S_Shore,7,II
cg27354051,S_Shore,14,II
cg04230910,,6,II
cg08650784,N_Shore,1,II
cg00266715,Island,17,I
cg21843015,,1,II
cg11855117,,1,II
cg13977581,,6,II
cg12923728,,3,II
cg17088073,N_Shore,1,II
cg21261985,,7,II
cg06641959,Island,16,I
cg21048812,,19,I
cg14418582,,9,II
cg11163620,Island,4,I
cg01336858,,15,II
cg22512670,N_Shore,1,II
cg14629021,N_Shelf,9,II
cg15060599,Island,3,I
cg06399118,,5,II
cg07452843,,11,II
cg21717858,,6,II
cg07804621,S_Shelf,5,II
cg06995624,Island,17,I
cg25104558,,1,II
cg15900624,S_Shelf,11,II
cg10848624,Island,17,II
cg23777559,S_Shore,1,II
cg05649651,,X,II
cg05258757,S_Shelf,3,I
cg03428951,S_Shore,5,II
cg11412853,N_Shore,12,II
cg12275410,Island,10,II
cg01919204,N_Shore,8,II
cg17490932,Island,1,I
cg22804805,,7,II
cg22441074,Island,17,I
cg11432630,N_Shore,7,II
cg11360845,,11,II
cg13788594,,15,II
cg15716876,,4,II
cg04382191,N_Shore,3,II
cg15772216,S_Shore,3,II
cg14531665,,9,II
cg24031653,,6,II
cg13904134,,1,II
cg16370869,Island,10,I
cg01131233,,12,II
cg08768517,,6,II
cg00940867,,5,I
cg23488636,,16,II
cg26721247,,10,II
cg26947474,,X,II
cg04205195,,20,II
cg16654680,N_Shore,6,II
cg24892628,N_Shore,19,II
cg10304375,,2,II
cg27308166,N_Shore,19,II
cg00659919,Island,9,I
cg09757107,Island,17,II
cg01083135,,16,II
cg19607792,Island,9,II
cg06373032,,10,II
cg14425722,Island,2,II
cg14485633,,9,I
cg07671395,,17,II
cg23111246,N_Shore,7,II
cg09597470,S_Shore,2,II
cg16130810,,14,II
cg24159891,Island,22,I
cg14667837,,19,I
cg02909592,,3,II
cg08017248,Island,15,II
cg26044524,,6,II
cg07528075,,9,II
cg16045838,,2,II
cg19639135,N_Shelf,7,II
cg25961199,S_Shore,2,II
cg02018101,Island,14,II
cg10532262,Island,3,II
cg17585615,N_Shore,21,I
cg18151134,N_Shelf,21,II
cg17058777,S_Shore,11,II
cg05647859,S_Shore,12,I
cg19412031,Island,10,I
cg19599139,,7,II
cg13601997,Island,9,I
cg27535237,Island,19,I
cg02265177,,2,II
cg20393545,N_Shore,19,I
cg11315362,,17,II
cg02017486,N_Shelf,17,I
cg21159768,Island,X,I
cg15931205,Island,6,I
cg08103098,,4,II
cg04600774,,2,I
cg26625211,S_Shelf,7,II
cg17970727,,2,II
cg17251423,Island,5,I
cg06895436,Island,8,I
cg22816059,S_Shore,5,II
cg19970699,Island,1,II
cg20785136,Island,1,II
cg01035422,,15,II
cg21377260,,7,I
cg09047801,Island,7,I
cg08108321,N_Shore,17,I
cg17558655,,8,II
cg12853551,,3,II
cg21158815,,14,II
cg26782150,,10,II
cg18483632,,10,II
cg03812562,,4,II
cg11587451,S_Shelf,1,II
cg01347573,,1,II
cg05747848,N_Shore,4,II
cg11539783,,5,II
cg13563391,,6,II
cg22114979,,3,II
ch.17.4249285F,,17,II
cg00178511,Island,3,I
cg03028106,S_Shore,22,I
cg04985482,,6,II
cg25545391,,4,II
cg16511870,Island,7,I
cg06406532,S_Shore,8,II
cg11342130,Island,10,I
cg21211866,S_Shore,9,II
cg19789115,,8,II
cg17099823,,7,II
cg00401797,,1,I
cg11869186,N_Shore,14,I
cg17710617,Island,14,II
cg02443506,,9,II
cg18139238,,3,II
cg17147317,N_Shore,1,II
cg25049597,,15,I
cg16246200,Island,18,I
cg03100593,S_Shore,19,II
cg18181787,,17,II
cg14554892,N_Shore,1,II
cg09966455,S_Shelf,20,I
cg11373810,Island,20,II
cg10597379,,2,II
cg16546279,Island,17,I
cg06110622,,12,II
cg19032951,Island,3,I
cg17847861,Island,19,I
cg15609093,,11,II
cg23773105,,5,II
cg16722764,,17,II
cg18945877,,14,II
cg22755816,Island,20,I
cg01067385,,7,II
cg25616264,,3,II
cg18347423,N_Shore,19,I
cg15734589,,9,II
cg02040734,Island,10,II
cg05157420,,5,II
cg27390701,S_Shelf,11,II
cg09573237,,17,II
cg23654968,,X,II
cg22907065,Island,3,I
cg20208498,N_Shelf,19,II
cg11553687,N_Shelf,11,II
cg27312312,N_Shore,14,I
cg09628838,Island,17,I
cg14534163,,13,II
cg02752958,Island,7,I
cg00096458,,5,II
cg13516390,Island,1,I
cg19354156,Island,5,II
cg07735013,,2,II
cg01967465,,2,II
cg08040094,S_Shore,9,I
cg25333900,,2,II
cg23550457,,20,II
cg08632701,,21,II
cg06828043,,11,II
cg16743310,Island,20,I
cg06783686,Island,9,I
cg07831731,Island,19,I
cg21222178,Island,19,I
cg07197053,N_Shore,16,II
cg15960967,S_Shore,2,II
cg06135996,,3,II
cg12367183,,10,II
cg25187648,Island,3,I
ch.7.2860922R,,7,II
cg12282038,,5,II
cg22595719,,3,II
cg24008131,,3,II
cg24703018,Island,4,I
cg11783003,,12,II
cg25678184,,13,II
cg10313047,,3,I
cg12674192,Island,8,II
cg14311710,N_Shore,12,II
cg08248790,,21,II
cg13140621,S_Shore,17,I
cg20748522,,4,II
cg23654404,,15,II
cg13340085,N_Shelf,2,II
cg17653583,,7,II
cg10625575,N_Shelf,12,II
cg03068646,Island,9,II
cg16739845,Island,14,I
cg13469471,Island,6,I
cg05990420,,10,II
cg12190412,,14,II
cg16059175,,10,II
cg08426200,S_Shore,15,II
cg23099102,S_Shore,21,II
cg14435807,Island,15,II
cg11472093,Island,19,I
cg13523718,,7,II
cg17278771,S_Shore,1,I
cg17286200,,16,II
cg14301678,,12,II
cg11540341,S_Shore,2,I
cg27159675,,8,II
cg12905688,Island,3,I
cg15212137,,19,II
cg04486778,Island,21,I
cg22796860,,11,I
cg16963144,Island,20,I
cg14885145,Island,10,I
cg03631076,Island,16,I
cg07141055,N_Shore,16,II
cg07753073,S_Shore,12,I
cg09845145,,15,II
cg23166288,,4,II
cg05313918,Island,13,I
cg22794983,N_Shore,13,II
cg08252165,,14,II
cg20673652,,10,II
cg09399498,Island,7,I
cg11646485,,6,I
cg01322079,S_Shore,6,II
cg23713377,S_Shore,19,II
cg09112054,N_Shelf,11,II
cg13876366,,11,II
cg15611108,Island,19,I
cg22306690,,17,II
cg14733989,Island,19,II
cg06640607,,16,I
cg16361867,,11,II
cg06651508,,2,II
cg06510642,,2,II
cg02592957,,3,II
cg14386946,Island,2,I
cg12045277,,1,II
cg22972232,N_Shelf,X,II
cg17819017,Island,17,I
cg04151146,,19,II
cg25365565,Island,6,I
cg00736707,N_Shore,7,II
cg01116646,,15,II
cg11332484,Island,1,I
cg25880515,,4,II
cg13489843,,6,II
cg22743273,,5,II
cg05006075,,7,II
cg16709010,,1,II
cg27331759,Island,16,I
cg08979126,N_Shore,1,II
cg26706909,Island,2,I
cg08738713,,2,II
cg01772186,,22,II
cg19538733,Island,19,I
cg26300857,,1,II
cg12095961,Island,19,II
cg15179060,,3,II
cg03550223,,6,II
cg18588835,,8,I
cg15078015,,1,II
cg04722283,N_Shelf,16,II
cg22417589,Island,X,I
cg15174294,Island,19,II
cg01052614,N_Shelf,8,I
cg04572941,,3,II
cg04010091,S_Shore,17,I
cg25042465,S_Shelf,8,II
cg22082379,,15,II
cg17689921,N_Shore,1,II
cg12219334,,12,II
cg20309240,,12,II
cg20083839,,20,II
cg08871011,Island,16,I
cg01920232,N_Shore,12,II
cg08303228,N_Shelf,X,II
cg16561605,,16,II
cg09639571,N_Shore,8,I
cg21314106,Island,2,II
cg03521600,Island,8,II
cg03690814,N_Shore,8,II
cg00788760,,22,II
cg19202058,Island,18,II
cg18960028,N_Shore,11,I
cg17922231,Island,5,I
cg09942045,,11,II
cg12403482,,18,II
cg17809595,,15,II
cg03182973,Island,9,I
cg26990380,,4,II
cg25042346,,6,I
cg15354877,,12,II
cg16335566,N_Shelf,5,II
cg24748771,,21,II
cg17675840,,6,II
cg20970380,,1,II
cg24376021,Island,19,I
cg14492599,,17,I
cg18659362,,6,II
cg23069036,Island,14,I
cg22882450,,3,II
cg05474370,,5,II
cg05258937,,6,II
cg01398299,S_Shelf,7,I
cg18328404,N_Shore,5,I
cg21494642,Island,X,I
cg02659148,S_Shore,2,II
cg00719332,Island,16,I
cg07982825,Island,9,II
cg04988370,S_Shelf,4,II
cg23709117,Island,6,I
cg27636594,,7,II
cg13982688,Island,9,II
cg05679760,,11,II
cg26223555,,19,II
cg26877022,S_Shore,4,I
cg01397449,S_Shore,16,II
cg09457766,S_Shelf,22,II
ch.5.44854267F,,5,II
cg12702941,,2,II
cg10329334,Island,7,II
cg08526541,,20,II
cg04885749,,12,II
cg10979469,,11,II
cg24893186,,X,II
cg24913110,,8,II
cg06139341,Island,12,II
cg10223464,,3,II
cg16424926,,14,II
cg21585942,,1,II
cg20141534,S_Shore,12,II
cg10663408,Island,7,I
cg25059792,Island,19,II
cg14933152,,14,II
cg11761758,,12,II
cg22741626,N_Shore,20,II
cg12914966,N_Shore,6,I
cg15965474,,19,II
cg24327452,,3,II
cg11559446,,8,II
cg05514531,,3,II
cg01456989,,11,II
cg27564137,,10,II
ch.14.471449F,,14,II
cg08908855,,6,I
cg09100986,,15,II
cg02277530,N_Shore,17,II
cg02878578,,4,II
cg23689227,S_Shore,2,II
cg09143206,,5,II
cg26432608,S_Shore,6,II
cg24647724,Island,17,II
cg20961280,,1,II
cg04797323,Island,12,I
cg08270832,,7,II
cg01410494,,12,II
cg10881071,,1,I
cg00955550,,14,II
cg05689321,N_Shore,2,II
cg03152082,,4,II
cg07620334,Island,9,I
cg08333708,,16,I
cg05105632,,22,II
cg05200380,Island,17,II
cg19957905,Island,2,II
cg11516720,,12,II
cg04357717,,3,II
cg07231005,,11,I
cg04180085,,2,II
cg16643840,Island,6,I
cg18568731,,21,II
cg16579372,Island,22,I
cg15886213,,10,II
cg11933267,,1,II
cg03021048,Island,1,I
cg09108604,S_Shore,13,II
cg01559241,,17,II
cg14198080,,7,II
cg05529400,,11,II
cg19251310,,21,II
cg09758388,N_Shelf,4,II
cg11914256,Island,19,I
cg03698447,S_Shore,2,II
cg07096305,Island,6,I
cg00930230,Island,3,II
cg16733419,N_Shelf,11,II
cg04010471,Island,13,I
cg25429446,,4,II
cg20339553,Island,2,I
cg04917511,Island,2,I
cg00539386,Island,20,I
cg20790496,,22,II
cg02636201,,5,II
cg05424199,Island,16,II
cg01134858,,7,II
cg24046994,,3,II
cg03066979,Island,11,II
cg15544402,N_Shore,2,I
cg24583966,,1,I
cg21965697,,10,II
cg09834179,,1,II
cg07622457,,20,II
cg13977827,,9,I
cg05772560,,6,II
cg01813215,,6,II
cg06288127,,2,II
cg21377881,S_Shelf,22,I
cg06839213,Island,12,II
cg18194292,Island,3,II
cg25337069,Island,5,I
cg10880928,Island,9,II
cg11082447,S_Shelf,3,II
cg15716042,,19,II
cg13121907,,4,II
cg14507002,Island,2,I
cg26725931,N_Shelf,1,II
cg15864926,,7,II
cg20637249,Island,6,I
cg10289324,,18,II
cg26456957,S_Shore,19,II
cg19870801,,12,II
cg19723528,,22,II
cg17383024,,4,I
cg25460716,N_Shore,15,II
cg03700135,N_Shore,17,I
cg25677867,S_Shore,X,II
cg22625831,,4,II
cg10019095,Island,1,I
cg12326700,N_Shore,12,II
cg22991320,Island,20,I
cg19621579,Island,12,II
cg10832763,N_Shelf,15,II
cg02329175,Island,12,I
cg02889122,,13,II
cg12747525,S_Shelf,12,II
cg00953864,,14,II
cg08260766,,7,I
cg04241598,,4,II
cg19833011,Island,1,I
cg21999213,N_Shore,14,II
cg02999696,,15,II
cg12965270,,16,II
cg15867164,N_Shore,4,II
cg01077100,,10,II
cg23963483,,8,II
cg19946085,,15,I
cg26982651,,11,II
cg04448648,S_Shelf,17,II
cg05358575,,2,II
cg18412762,,17,II
cg00961446,,12,I
cg01528287,,6,II
cg16278085,,7,II
cg20825532,,1,II
cg25461267,Island,7,II
cg25711723,,7,II
cg17786894,,2,II
cg27455578,S_Shore,7,II
cg20213830,,1,II
cg26622440,,12,II
cg06899530,Island,1,II
cg15437610,,3,II
cg25994584,N_Shore,4,II
cg19669207,N_Shelf,19,II
cg24612990,,17,II
cg15514496,Island,18,II
cg16629637,S_Shore,3,II
cg15062725,Island,19,II
cg16924658,,4,II
cg23968113,,2,II
cg00371226,,15,II
cg04398983,Island,16,I
cg05378095,,6,II
cg20116804,Island,6,I
cg02679294,Island,14,I
cg22356083,N_Shelf,19,II
