IlmnID,Infinium_Design_Type,CHR,MAPINFO,Relation_to_UCSC_CpG_Island
cg00695046,II,X,100545995,N_Shore
cg00695324,II,X,107226116,
cg00697812,I,X,154488728,
cg00698744,II,X,53122826,N_Shore
cg00705055,II,X,48824499,N_Shore
cg00713642,II,X,69356087,S_Shelf
cg00714323,II,X,15697533,S_Shelf
cg00715011,II,X,80457681,
cg00718129,II,X,10084289,N_Shore
cg00718858,II,X,50024233,N_Shore
cg00719224,II,X,133681567,N_Shore
cg00721658,II,X,150397568,S_Shore
cg00722467,II,X,9858470,N_Shore
cg00723034,II,X,75393425,
cg00723973,II,X,46696265,Island
cg00723997,I,X,48690473,Island
cg00724728,II,X,67867238,
cg00725777,II,X,102630411,N_Shore
cg00725912,II,X,12810331,Island
cg00727483,I,X,62975065,Island
cg00729461,I,X,133371084,Island
cg00730224,II,X,140982540,
cg00735876,II,X,135334923,S_Shore
cg00735883,I,X,106567457,
cg00735885,II,X,111874418,
cg00738702,II,X,48684296,N_Shore
cg00739467,I,X,152875780,Island
cg00739582,II,X,145077291,
cg00739787,II,X,131157326,Island
cg00741717,II,X,12924184,
cg00742240,II,X,153287830,S_Shelf
cg00743068,II,X,77041832,S_Shore
cg00743412,II,X,130191788,N_Shore
cg00744851,II,X,153038917,Island
cg00745293,II,X,102862621,N_Shore
cg00748144,II,X,124454052,Island
cg00750740,II,X,34165065,Island
cg00751785,I,X,44732817,Island
cg00752874,II,X,107977583,N_Shore
cg00757453,II,X,17986297,
cg00762681,II,X,133369578,N_Shore
cg00763315,II,X,73439472,
cg00763725,II,X,154842689,Island
cg00763907,II,X,114423111,N_Shore
cg00765686,II,X,17545806,
cg00765885,II,X,101771142,N_Shore
cg00767637,I,X,72223388,N_Shore
cg00768158,II,X,49054690,N_Shore
cg00768439,II,X,92928711,Island
cg00769064,II,X,136650951,N_Shore
cg00769799,I,X,133594079,N_Shore
cg00771185,II,X,40510247,S_Shelf
cg00772918,II,X,24487341,S_Shelf
cg00772962,II,X,49295370,N_Shore
cg00773875,II,X,26157145,
cg00775115,II,X,47343198,S_Shore
cg00775286,II,X,21659776,
cg00776430,I,X,53111427,Island
cg00779763,II,X,47479114,Island
cg00780578,II,X,68727150,S_Shore
cg00781047,II,X,17653183,
cg00781978,II,X,40506067,N_Shore
cg00783137,II,X,103498585,N_Shore
cg00785877,II,X,110513957,
cg00787015,II,X,40506177,Island
cg00788815,II,X,118105739,N_Shore
cg00790086,II,X,46696474,Island
cg00799224,II,X,19002639,Island
cg00800095,II,X,152224090,N_Shore
cg00803922,II,X,69509009,N_Shore
cg00804510,II,X,154302208,S_Shelf
cg00805116,II,X,46404864,Island
cg00805156,II,X,3264341,Island
cg00809111,II,X,130192134,Island
cg00810519,I,X,48769107,Island
cg00810883,II,X,82763328,N_Shore
cg00812293,II,X,49831097,
cg00812634,I,X,147062702,Island
cg00813142,II,X,23685984,Island
cg00813156,I,X,153775885,Island
cg00813765,II,X,134846987,
cg00813999,II,X,77582839,
cg00815013,II,X,107681737,
cg00815770,II,X,23925454,N_Shore
cg00816548,II,X,77154821,S_Shelf
cg00817749,II,X,37699631,
cg00817885,II,X,105281285,
cg00818649,I,X,41782297,Island
cg00819012,II,X,138291593,S_Shelf
cg00820131,II,X,67912078,N_Shore
cg00822942,II,X,54521170,N_Shore
cg00822998,II,X,53310810,
cg00823357,II,X,68048563,N_Shore
cg00824273,I,X,26576402,S_Shore
cg00824714,I,X,49189225,S_Shore
cg00825441,II,X,128789389,S_Shore
cg00829575,II,X,38663062,Island
cg00831032,II,X,79827218,N_Shore
cg00832136,II,X,35937697,
cg00832270,I,X,77359535,Island
cg00834229,II,X,55515653,S_Shore
cg00839572,I,X,68047847,N_Shore
cg00839869,II,X,51640699,S_Shelf
cg00845806,I,X,154445068,
cg00849191,I,X,152939154,Island
cg00850648,II,X,138285828,N_Shore
cg00854925,II,X,152689318,S_Shelf
cg00854963,II,X,70364566,
cg00855706,I,X,77358961,N_Shore
cg00855923,II,X,21776346,
cg00861899,II,X,15518741,
cg00862041,II,X,101967017,Island
cg00868980,II,X,63005938,
cg00869298,II,X,119004292,N_Shore
cg00874863,II,X,111924370,
cg00877056,II,X,107070410,S_Shore
cg00877150,II,X,39972039,S_Shelf
cg00878023,II,X,21392544,Island
cg00881203,II,X,149930926,S_Shore
cg00881487,II,X,3236105,S_Shore
cg00881557,II,X,70401955,Island
cg00883449,II,X,47930854,Island
cg00890110,II,X,119247023,N_Shelf
cg00895705,I,X,54384537,Island
cg00898159,II,X,48532921,N_Shore
cg00901211,II,X,118602569,Island
cg00901375,II,X,119445864,S_Shore
cg00901393,II,X,49776519,
cg00902308,II,X,40439693,N_Shore
cg00904184,I,X,63425896,Island
cg00907920,I,X,119249786,Island
cg00908601,II,X,70323289,
cg00909097,II,X,19366087,S_Shelf
cg00909388,II,X,10085400,Island
cg00910720,II,X,108780265,Island
cg00911398,II,X,2984598,
cg00911962,II,X,118780518,
cg00913945,II,X,149014061,
cg00914218,II,X,69654348,Island
cg00916680,I,X,152529487,N_Shore
cg00917018,II,X,140271549,Island
cg00917362,II,X,154115825,S_Shore
cg00920314,II,X,84189177,Island
cg00920537,II,X,133507230,Island
cg00920960,II,X,122993419,N_Shore
cg00926894,II,X,46938229,S_Shore
cg00928753,II,X,36976515,S_Shore
cg00929476,II,X,136645736,N_Shore
cg00931201,II,X,15756372,Island
cg00932276,II,X,13587976,Island
cg00933162,II,X,55024263,N_Shelf
cg00934057,II,X,152985801,N_Shelf
cg00935394,II,X,11129115,N_Shore
cg00935924,I,X,118708353,Island
cg00936342,II,X,100306566,N_Shore
cg00936349,II,X,106690556,N_Shelf
cg00936435,I,X,55187903,Island
cg00937263,II,X,74145012,Island
cg00938039,II,X,5808230,N_Shelf
cg00938641,I,X,153035233,S_Shore
cg00939965,II,X,37245294,
cg00940232,II,X,135962391,Island
cg00940287,I,X,139332755,
cg00941549,II,X,49966273,
cg00947275,II,X,64754953,S_Shore
cg00948677,II,X,68113437,N_Shore
cg00953793,II,X,20283580,N_Shore
cg00958651,II,X,147581562,N_Shore
cg00960300,II,X,70886827,N_Shore
cg00960898,II,X,136113605,Island
cg00962635,II,X,99986352,N_Shore
cg00962799,II,X,52651887,
cg00963467,II,X,150151737,Island
cg00965330,II,X,47861943,N_Shore
cg00966524,II,X,135631856,
cg00968475,II,X,101975738,
cg00968771,I,X,101854294,Island
cg00969573,II,X,84259298,
cg00975326,II,X,19989847,
cg00977690,II,X,24167334,N_Shore
cg00979376,II,X,48826530,Island
cg00981643,II,X,153363708,S_Shore
cg00981879,I,X,39680221,Island
cg00984611,II,X,152709042,N_Shore
cg00988678,I,X,119005603,Island
cg00993140,I,X,85403122,Island
cg00994038,II,X,128978322,S_Shore
cg00996177,I,X,38186710,Island
cg00997174,I,X,56756686,
cg00997875,I,X,64886318,N_Shore
cg01000789,I,X,69509790,Island
cg01001959,II,X,55935071,
cg01003197,II,X,67653925,S_Shore
cg01003813,I,X,2715058,
cg01004447,II,X,44699940,N_Shelf
cg01004805,II,X,71458680,Island
cg01005760,II,X,69501696,
cg01008082,II,X,41586792,
cg01008919,II,X,70364646,
cg01009686,II,X,77166354,S_Shore
cg01010298,II,X,8093828,
cg01010618,II,X,130423130,
cg01013491,I,X,135180748,Island
cg01019600,II,X,119125040,Island
cg01022618,II,X,152110833,S_Shore
cg01024350,II,X,83758409,
cg01037726,II,X,152937549,N_Shore
cg01039990,II,X,136510831,Island
cg01043588,II,X,69653552,N_Shore
cg01044189,II,X,51137589,N_Shore
cg01046746,II,X,150863961,Island
cg01051089,I,X,19989310,
cg01052065,I,X,110339654,Island
cg01054612,II,X,50024337,Island
cg01055931,I,X,153583236,N_Shelf
cg01056373,I,X,151999547,Island
cg01057599,II,X,74493807,
cg01058588,I,X,153775683,Island
cg01058688,II,X,114541606,
cg01058932,II,X,55021626,
cg01062269,I,X,100603843,Island
cg01063406,II,X,136652725,S_Shore
cg01063768,II,X,148031758,
cg01064194,II,X,101101217,
cg01067505,II,X,107178820,N_Shore
cg01069311,II,X,47373245,S_Shore
cg01070223,II,X,34961618,Island
cg01072750,II,X,114523842,
cg01076406,II,X,73439721,
cg01078565,I,X,30233575,
cg01078706,II,X,102024320,S_Shore
cg01079126,II,X,149861641,
cg01080552,II,X,2986093,
cg01080862,II,X,117861389,Island
cg01081720,II,X,68047734,N_Shore
cg01083397,I,X,153362990,Island
cg01084328,II,X,40064418,N_Shore
cg01084827,II,X,55515720,S_Shore
cg01086868,II,X,66764531,N_Shore
cg01087287,II,X,134136248,N_Shore
cg01087775,II,X,77042040,S_Shore
cg01098518,II,X,102024175,Island
cg01098871,II,X,48958509,Island
cg01099541,II,X,134166046,N_Shore
cg01104131,II,X,114426686,Island
cg01104810,II,X,53714710,S_Shore
cg01108554,II,X,129473637,Island
cg01109012,II,X,37707161,S_Shore
cg01109660,II,X,19008190,
cg01110418,II,X,71363658,
cg01110765,II,X,40016611,N_Shore
cg01112232,II,X,101382549,
cg01112452,II,X,117958532,S_Shore
cg01112624,II,X,47478591,N_Shore
cg01112702,II,X,154005455,
cg01112930,II,X,31285489,S_Shore
cg01114138,II,X,24169878,S_Shore
cg01114504,II,X,55115413,
cg01115560,II,X,75647436,N_Shore
cg01115636,II,X,119751976,
cg01118900,II,X,100672737,N_Shore
cg01119520,II,X,69670818,N_Shelf
cg01119763,II,X,37209004,Island
cg01120006,I,X,48768342,N_Shore
cg01120894,I,X,129305726,Island
cg01121830,II,X,38186700,Island
cg01123965,II,X,39866890,Island
cg01125381,II,X,49644706,S_Shore
cg01127291,II,X,63424405,Island
cg01127586,II,X,62780937,
cg01131699,II,X,135863051,
cg01131961,II,X,100507598,
cg01132485,II,X,139040942,
cg01133413,II,X,55246758,
cg01134144,II,X,135863582,
cg01134497,II,X,27999627,
cg01135626,II,X,72667095,N_Shore
cg01137368,II,X,28938361,
cg01138740,II,X,137946672,
cg01140782,II,X,152864413,Island
cg01142317,I,X,101186992,Island
cg01143780,II,X,113813553,N_Shelf
cg01145939,II,X,10098219,S_Shelf
cg01146870,II,X,53029439,N_Shore
cg01150083,I,X,48980043,Island
cg01151305,II,X,41337610,S_Shelf
cg01162841,II,X,19818905,
cg01162900,II,X,149930532,N_Shore
cg01166930,II,X,46404528,N_Shore
cg01169440,II,X,118603378,S_Shore
cg01169463,II,X,7895607,Island
cg01172484,II,X,55478539,
cg01172526,II,X,2826829,S_Shore
cg01173474,II,X,133370977,N_Shore
cg01173508,II,X,110544388,
cg01177664,II,X,7895132,Island
cg01177972,II,X,102022826,N_Shore
cg01178063,II,X,69283055,Island
cg01186310,II,X,69502085,
cg01187510,I,X,103401766,Island
cg01191578,II,X,55020455,
cg01191832,II,X,57619327,Island
cg01191902,I,X,48931851,Island
cg01193954,II,X,65486761,
cg01195014,II,X,51546668,
cg01203948,II,X,47076559,N_Shore
cg01207481,II,X,102611843,
cg01207755,II,X,49687058,Island
cg01210880,II,X,122319025,Island
cg01212429,II,X,150066099,N_Shore
cg01212677,II,X,24483290,Island
cg01212903,II,X,139517847,N_Shelf
cg01215061,II,X,89176940,
cg01215118,I,X,152066708,Island
cg01215761,I,X,129254804,Island
cg01218690,II,X,66787995,
cg01219451,II,X,64627700,Island
cg01220513,II,X,19902129,N_Shelf
cg01222180,II,X,150345616,Island
cg01225298,II,X,132091287,Island
cg01227136,II,X,3734578,Island
cg01228667,II,X,136114207,Island
cg01231576,II,X,152940659,S_Shore
cg01241836,II,X,48901346,Island
cg01243226,II,X,15807818,N_Shore
cg01244877,II,X,153598902,Island
cg01245531,II,X,138277067,Island
cg01257202,II,X,153991830,Island
cg01274846,I,X,152683499,N_Shelf
cg01275664,I,X,34405983,Island
cg01279057,II,X,47247642,
cg01280366,II,X,129120073,S_Shore
cg01282374,II,X,15666287,S_Shore
cg01282661,II,X,49018919,N_Shore
cg01283227,II,X,18446221,S_Shore
cg01284128,I,X,22290916,
cg01286388,II,X,77151065,Island
cg01288367,II,X,68384992,Island
cg01289637,II,X,114468879,S_Shore
cg01290688,II,X,49643501,Island
cg01290869,II,X,148854603,
cg01293271,II,X,139585768,N_Shore
cg01293417,II,X,77394723,N_Shore
cg01296971,II,X,37348138,N_Shelf
cg01301326,II,X,40014433,Island
cg01302641,II,X,40944978,Island
cg01303569,I,X,48755020,Island
cg01306265,II,X,100914469,
cg01307615,II,X,110515005,
cg01307742,II,X,70444047,Island
cg01308913,II,X,25040907,Island
cg01309671,II,X,133941225,
cg01310267,I,X,13956720,Island
cg01314643,II,X,62570863,N_Shore
cg01316390,II,X,118205446,N_Shelf
cg01317752,II,X,7810800,
cg01318188,I,X,123094675,S_Shore
cg01319581,II,X,16732043,S_Shore
cg01321220,II,X,78216969,
cg01321830,II,X,40005822,Island
cg01325935,II,X,67905522,N_Shore
cg01326358,II,X,73754570,N_Shore
cg01327767,II,X,70400600,N_Shore
cg01331780,II,X,30265202,Island
cg01333849,I,X,118370171,Island
cg01336098,II,X,21901558,
cg01336631,II,X,147062909,Island
cg01337545,II,X,2847549,S_Shore
cg01337817,II,X,152912242,N_Shore
cg01340520,II,X,40015196,Island
cg01342901,II,X,118892768,Island
cg01343084,II,X,54521658,Island
cg01345087,II,X,47479175,Island
cg01348758,II,X,80457518,
cg01348942,II,X,102755537,
cg01349336,II,X,53461709,S_Shore
cg01349480,II,X,138282248,N_Shelf
cg01353347,II,X,153285158,Island
cg01353788,I,X,147582069,Island
cg01353903,II,X,99662650,Island
cg01354447,II,X,31089887,Island
cg01355242,II,X,56258387,N_Shore
cg01359309,II,X,73329067,S_Shelf
cg01361446,II,X,70331315,
cg01364253,II,X,39679986,N_Shore
cg01364818,I,X,129402953,Island
cg01364907,II,X,24336335,S_Shelf
cg01366378,I,X,100353183,Island
cg01368763,II,X,153072706,Island
cg01370077,I,X,150565243,Island
cg01370179,I,X,153218937,Island
cg01372422,II,X,19143476,S_Shelf
cg01372992,II,X,130037175,S_Shore
cg01373750,II,X,27825843,
cg01374431,I,X,102469950,Island
cg01374885,II,X,146319567,
cg01375263,II,X,57163746,Island
cg01375994,II,X,3261645,N_Shore
cg01377936,II,X,32173560,
cg01378112,II,X,21874808,Island
cg01379263,II,X,67867130,
cg01381545,II,X,19140538,Island
cg01382771,II,X,102983822,
cg01383228,II,X,124336658,N_Shore
cg01383599,II,X,25020151,N_Shore
cg01384686,II,X,135579487,Island
cg01386236,II,X,101410618,
cg01396530,II,X,12974262,
cg01397290,I,X,37208295,N_Shore
cg01398148,II,X,37850291,
cg01398859,II,X,25040609,N_Shore
cg01398912,II,X,147583273,Island
cg01404374,II,X,103294253,N_Shore
cg01404988,I,X,53449561,Island
cg01405303,I,X,152066574,Island
cg01408260,II,X,103216565,N_Shore
cg01408383,II,X,15353254,N_Shore
cg01408682,I,X,13063132,
cg01409685,II,X,131347226,
cg01410230,II,X,100645860,Island
cg01411845,I,X,41192275,Island
cg01413240,II,X,72880337,
cg01413291,II,X,153247841,Island
cg01413492,I,X,47985547,
cg01415112,II,X,103411709,Island
cg01419069,I,X,71092795,Island
cg01423027,II,X,15873247,Island
cg01426251,II,X,37001669,N_Shore
cg01430241,II,X,153665714,Island
cg01434723,I,X,153715087,Island
cg01436914,II,X,57936269,Island
cg01445307,II,X,21959520,Island
cg01448525,II,X,69673805,N_Shore
cg01460974,II,X,62975657,S_Shore
cg01461762,II,X,100663470,Island
cg01462040,II,X,147582071,Island
cg01463832,I,X,52964651,Island
cg01465073,II,X,153152165,Island
cg01466335,II,X,102866235,S_Shelf
cg01466576,II,X,128787126,N_Shore
cg01467086,II,X,152686726,Island
cg01467249,II,X,135180523,Island
cg01472026,II,X,101187257,Island
cg01472347,I,X,52950534,Island
cg01473187,II,X,99891162,N_Shore
cg01473525,II,X,103085819,N_Shore
cg01475387,I,X,37430689,N_Shore
cg01477427,I,X,53461421,Island
cg01479413,II,X,135849691,Island
cg01480550,II,X,151143526,Island
cg01483252,I,X,46433132,Island
cg01486020,II,X,71131509,Island
cg01488378,II,X,48769307,Island
cg01490258,II,X,40030456,N_Shore
cg01494339,II,X,122864788,N_Shore
cg01498090,II,X,12885115,
cg01501252,II,X,40945574,Island
cg01514943,II,X,40034026,N_Shore
cg01522249,I,X,39951640,Island
cg01522335,II,X,50647118,
cg01523763,II,X,129068084,S_Shore
cg01523865,II,X,136651179,Island
cg01528616,II,X,48979067,N_Shore
cg01528835,II,X,73438299,
cg01529679,II,X,153074551,S_Shore
cg01530162,II,X,139589424,N_Shore
cg01530521,II,X,119378908,Island
cg01533115,I,X,48911192,Island
cg01534758,II,X,37061627,Island
cg01537968,II,X,99987037,Island
cg01538344,I,X,100546291,Island
cg01540386,II,X,39873535,Island
cg01540916,II,X,15288755,
cg01542035,II,X,31285501,S_Shore
cg01543116,I,X,100184268,Island
cg01545419,II,X,30265447,Island
cg01555661,I,X,47004645,Island
cg01556010,II,X,74493847,
cg01556112,II,X,118824554,N_Shore
cg01556519,II,X,153484362,
cg01558501,II,X,99667223,Island
cg01559064,II,X,119710388,
cg01560464,II,X,142721195,N_Shore
cg01560885,II,X,63426841,S_Shore
cg01562833,II,X,133684080,Island
cg01563671,II,X,21675400,Island
cg01564045,II,X,148583595,N_Shelf
cg01564333,II,X,49107164,
cg01564693,II,X,68381877,N_Shelf
cg01567000,II,X,135991334,N_Shore
cg01568488,II,X,37767516,S_Shelf
cg01570817,I,X,34148917,Island
cg01573544,I,X,44402332,
cg01573782,I,X,38079899,Island
cg01575816,II,X,107683385,
cg01576669,II,X,74963711,
cg01577514,II,X,152954919,
cg01577745,II,X,102631077,N_Shore
cg01579322,II,X,54209148,Island
cg01581349,II,X,25019025,N_Shore
cg01589255,II,X,73756723,Island
cg01592490,II,X,73325026,N_Shore
cg01593269,II,X,152676703,Island
cg01596349,II,X,153627775,S_Shore
cg01597947,II,X,39870568,N_Shore
cg01598357,II,X,69664317,N_Shore
cg01600123,I,X,69672435,N_Shelf
cg01600263,I,X,102840724,Island
cg01607721,II,X,73162620,N_Shore
cg01609611,II,X,136655880,N_Shore
cg01614387,II,X,18237043,N_Shore
cg01627510,II,X,27840754,
cg01632517,II,X,52652796,
cg01634761,II,X,68048386,N_Shore
cg01640808,II,X,21674815,Island
cg01645836,II,X,36081090,
cg01647019,II,X,14547618,
cg01651728,II,X,145076186,
cg01662650,II,X,21874323,Island
cg01663055,II,X,67649784,N_Shelf
cg01666573,II,X,8769701,S_Shore
cg01668271,I,X,47696333,Island
cg01668907,II,X,102192059,N_Shore
cg01669374,II,X,12809328,N_Shore
cg01671070,I,X,101410339,
cg01673454,II,X,152924119,N_Shelf
cg01673753,II,X,39546488,N_Shore
cg01674874,II,X,49017903,N_Shore
cg01679167,II,X,6144121,Island
cg01680245,II,X,64769836,N_Shore
cg01683788,II,X,11777794,S_Shore
cg01698523,II,X,153583936,N_Shore
cg01704778,II,X,55649107,
cg01706033,I,X,102862807,Island
cg01710449,I,X,34961658,Island
cg01713430,II,X,152665963,N_Shore
cg01714671,II,X,71496701,Island
cg01716666,II,X,119077648,Island
cg01717812,II,X,74376285,
cg01718602,II,X,85403899,S_Shore
cg01725669,II,X,129507302,
cg01728536,I,X,7070451,S_Shelf
cg01730177,II,X,16808941,S_Shelf
cg01730928,II,X,74143801,N_Shore
cg01731542,II,X,52962052,N_Shore
cg01732428,I,X,16730881,Island
cg01733439,II,X,49042949,Island
cg01737010,II,X,101772014,S_Shore
cg01737421,I,X,48367069,N_Shore
cg01737550,II,X,101395217,N_Shelf
cg01740135,II,X,42638571,S_Shore
cg01742164,II,X,149935904,
cg01742836,I,X,135229755,Island
cg01747155,II,X,154842516,Island
cg01747278,II,X,139010040,N_Shelf
cg01752030,II,X,73164228,Island
cg01752898,II,X,38186917,Island
cg01755224,II,X,10586775,N_Shore
cg01755617,I,X,153626633,Island
cg01756638,II,X,154444356,
cg01757402,I,X,103810984,N_Shore
cg01758418,II,X,70151160,S_Shore
cg01758988,I,X,148621525,N_Shore
cg01759889,I,X,68725086,Island
cg01760027,II,X,49832257,
cg01760227,II,X,37587767,
cg01761453,I,X,140983037,
cg01762011,I,X,139173393,Island
cg01765758,II,X,106750146,Island
cg01768144,II,X,118601185,N_Shore
cg01771673,II,X,106361539,Island
cg01773478,I,X,46434442,Island
cg01776229,II,X,82764385,Island
cg01776396,II,X,14892638,S_Shore
cg01777017,I,X,138287603,Island
cg01780361,II,X,56590386,Island
cg01780412,I,X,37004521,Island
cg01786460,II,X,106516773,S_Shore
cg01786967,II,X,100546519,Island
cg01792733,II,X,123743804,
cg01794548,II,X,31090380,S_Shore
cg01796247,II,X,144901935,N_Shore
cg01798163,II,X,153691946,N_Shore
cg01798375,I,X,47489719,
cg01804836,I,X,102565738,Island
cg01807688,II,X,133680740,S_Shore
cg01807728,I,X,150151624,Island
cg01809408,II,X,53112501,S_Shore
cg01813224,II,X,113815930,N_Shore
cg01813276,II,X,100659166,N_Shelf
cg01813294,I,X,17393426,Island
cg01814152,I,X,49368707,
cg01814235,I,X,47422454,S_Shore
cg01816615,II,X,112066190,
cg01817069,II,X,129086975,Island
cg01817230,II,X,153594995,N_Shelf
cg01818727,II,X,19137817,N_Shelf
cg01819787,I,X,152953167,
cg01821005,II,X,30266537,S_Shore
cg01821772,II,X,47007440,S_Shelf
cg01821906,I,X,103268245,Island
cg01823238,II,X,7895754,S_Shore
cg01824095,II,X,40481859,N_Shore
cg01825872,I,X,67653324,Island
cg01826283,II,X,73512386,Island
cg01828434,II,X,106960491,S_Shore
cg01828474,I,X,21676593,Island
cg01829822,II,X,73438541,
cg01831199,I,X,106362045,S_Shore
cg01831944,II,X,95939323,N_Shore
cg01832419,I,X,24043059,Island
cg01834528,II,X,17167719,
cg01843978,II,X,49772184,
cg01847754,II,X,144909347,
cg01850541,I,X,67867448,
cg01851385,II,X,10125135,N_Shore
cg01852560,II,X,68348839,S_Shore
cg01852992,II,X,153695658,Island
cg01854931,II,X,122321985,S_Shelf
cg01855997,II,X,49643944,Island
cg01856640,II,X,153204066,S_Shelf
cg01857253,I,X,139014460,Island
cg01857704,II,X,102965678,
cg01859586,II,X,53254818,Island
cg01860821,II,X,57617470,N_Shore
cg01864032,II,X,69674332,N_Shore
cg01864404,I,X,8434367,
cg01866066,II,X,135576633,N_Shelf
cg01868753,II,X,106361886,Island
cg01869765,I,X,47862977,N_Shore
cg01871025,II,X,76648652,
cg01872771,II,X,18238981,Island
cg01873087,I,X,48397836,Island
cg01874426,II,X,73438387,
cg01878825,II,X,48052499,
cg01881753,II,X,152733671,N_Shelf
cg01882566,II,X,38187196,S_Shore
cg01884384,II,X,118108832,Island
cg01885202,II,X,18443457,Island
cg01886630,II,X,16964556,N_Shore
cg01886810,II,X,47081688,S_Shelf
cg01887353,II,X,47342480,Island
cg01887803,II,X,7137474,
cg01888389,II,X,44735560,S_Shelf
cg01891172,I,X,21676483,Island
cg01892695,II,X,99893802,S_Shelf
cg01893797,II,X,2984739,
cg01895141,II,X,51360852,Island
cg01896298,II,X,69643036,
cg01905377,II,X,49122718,N_Shelf
cg01906102,II,X,48126547,
cg01906946,II,X,39951219,Island
cg01908742,II,X,43834413,
cg01909378,II,X,22291430,
cg01910452,II,X,152989424,Island
cg01911846,II,X,102510229,
